BSSID, First time seen, Last time seen, channel, Speed, Privacy, Cipher, Authentication, Power, +ACM- beacons, +ACM- IV, LAN IP, ID+AC0-length, ESSID, Key,
00:1D:AA:7C:73:A8, 2018+AC0-02+AC0-28 18:33:58, 2018+AC0-02+AC0-28 18:34:33,2,54, WPA2, CCMP TKIP,PSK,+AC0-79,8,0,   0.  0.  0.  0,6, Nijbod, ,
66:09:80:45:5A:87, 2018+AC0-02+AC0-28 18:33:46, 2018+AC0-02+AC0-28 18:34:33,2,54, OPN ,       ,   ,+AC0-80,14,0,   0.  0.  0.  0,21, +//0A5f/9ALA-.+//0A5//9ALH//QCz//0A5Q-.+//0Asf/9AOT//QC6//0Aqw-WiFi+AF8-5A86, ,
00:1D:AA:9F:08:68, 2018+AC0-02+AC0-28 18:33:58, 2018+AC0-02+AC0-28 18:34:33,8,54, WPA2, CCMP TKIP,PSK,+AC0-81,5,0,   0.  0.  0.  0,6, Nijbod, ,
02:1D:AA:9F:08:68, 2018+AC0-02+AC0-28 18:34:10, 2018+AC0-02+AC0-28 18:34:33,8,54, WPA2, CCMP TKIP,PSK,+AC0-82,7,0,   0.  0.  0.  0,9, NijbodLAN, ,
00:18:F8:7A:0A:F2, 2018+AC0-02+AC0-28 18:34:35, 2018+AC0-02+AC0-28 18:34:35,11,54, WPA2WPA , CCMP TKIP,PSK,+AC0-85,2,0,   0.  0.  0.  0,7, linksys, ,
84:24:8D:24:3F:22, 2018+AC0-02+AC0-28 18:34:35, 2018+AC0-02+AC0-28 18:34:35,11,54, OPN ,       ,   ,+AC0-85,3,0,   0.  0.  0.  0,3, KPN, ,
9C:80:DF:09:F0:39, 2018+AC0-02+AC0-28 18:34:22, 2018+AC0-02+AC0-28 18:34:34,3,54, WPA2, CCMP,PSK,+AC0-85,3,0,   0.  0.  0.  0,13, VGV751909F039, ,
38:10:D5:03:03:88, 2018+AC0-02+AC0-28 18:34:12, 2018+AC0-02+AC0-28 18:34:35,6,54, WPA2WPA , CCMP TKIP,PSK,+AC0-86,1,0,   0.  0.  0.  0,17, Wifi+AF8-AH+AF8-1394+AF8-Wifi, ,
1C:B9:C4:47:75:FC, 2018+AC0-02+AC0-28 18:34:36, 2018+AC0-02+AC0-28 18:34:36,36,54, WPA2, CCMP,PSK,+AC0-87,2,0,   0.  0.  0.  0,12, Lameco+AC0-Guest, ,
1C:B9:C4:07:75:FC, 2018+AC0-02+AC0-28 18:34:36, 2018+AC0-02+AC0-28 18:34:36,36,54, WPA2, CCMP,PSK,+AC0-87,3,0,   0.  0.  0.  0,15, Lameco+AC0-Wireless, ,
B4:C7:99:F3:CB:B5, 2018+AC0-02+AC0-28 18:34:36, 2018+AC0-02+AC0-28 18:34:36,+AC0-1,54, WPA2, CCMP,PSK,+AC0-88,3,0,   0.  0.  0.  0,8, AHbackV2, ,
84:24:8D:24:3D:F1, 2018+AC0-02+AC0-28 18:34:36, 2018+AC0-02+AC0-28 18:34:36,+AC0-1,54, WPA2WPA , TKIP,PSK,+AC0-88,2,0,   0.  0.  0.  0,10, E9371B78F5, ,
84:24:8D:24:3D:F3, 2018+AC0-02+AC0-28 18:34:36, 2018+AC0-02+AC0-28 18:34:36,+AC0-1,54, WPA2WPA , TKIP,PSK,+AC0-89,2,0,   0.  0.  0.  0,1, , ,
54:88:0E:CA:06:E8, 2018+AC0-02+AC0-28 18:34:00, 2018+AC0-02+AC0-28 18:34:23,11,54, WPA2, CCMP TKIP,PSK,+AC0-77,7,0,   0.  0.  0.  0,27, UPC245852557 Te Amo Vintage, ,
00:1D:AA:BC:DC:B0, 2018+AC0-02+AC0-28 18:33:48, 2018+AC0-02+AC0-28 18:34:23,6,54, WPA2, CCMP TKIP,PSK,+AC0-77,10,1,   0.  0.  0.  0,7, VANEERT, ,
90:5C:44:CA:83:67, 2018+AC0-02+AC0-28 18:34:26, 2018+AC0-02+AC0-28 18:34:26,64,54, WPA2, CCMP,PSK,+AC0-78,3,0,   0.  0.  0.  0,12, ZiggoC98E57F, ,
E0:51:63:9C:07:5C, 2018+AC0-02+AC0-28 18:34:00, 2018+AC0-02+AC0-28 18:34:24,11,54, WPA2, CCMP,PSK,+AC0-79,6,1,   0.  0.  0.  0,13, Just Wellness, ,
AC:22:05:56:58:7F, 2018+AC0-02+AC0-28 18:33:59, 2018+AC0-02+AC0-28 18:34:23,11,54, WPA2, CCMP,PSK,+AC0-79,6,0,   0.  0.  0.  0,12, ZiggoC8E64D1, ,
02:1D:AA:BC:DC:B0, 2018+AC0-02+AC0-28 18:33:48, 2018+AC0-02+AC0-28 18:34:24,6,54, WPA2, CCMP TKIP,PSK,+AC0-79,12,0,   0.  0.  0.  0,12, Vaneert+AF8-Gast, ,
C4:EA:1D:E5:2E:E5, 2018+AC0-02+AC0-28 18:33:46, 2018+AC0-02+AC0-28 18:34:24,6,54, WPA2WPA , CCMP TKIP,PSK,+AC0-80,10,0,   0.  0.  0.  0,12, TELE2+AC0-E52EE5, ,
30:E1:71:4A:AD:9C, 2018+AC0-02+AC0-28 18:34:00, 2018+AC0-02+AC0-28 18:34:23,11,54, WPA2, CCMP,PSK,+AC0-81,7,0,   0.  0.  0.  0,29, DIRECT+AC0-9B+AC0-HP ENVY 5640 series, ,
88:1F:A1:31:B5:32, 2018+AC0-02+AC0-28 18:34:00, 2018+AC0-02+AC0-28 18:34:24,6,54, WPA2, CCMP,PSK,+AC0-81,5,0,   0.  0.  0.  0,13, Wi+AC0-Fi 2.4 GHz, ,
AC:22:05:52:1E:36, 2018+AC0-02+AC0-28 18:34:23, 2018+AC0-02+AC0-28 18:34:23,11,54, WPA2, CCMP,PSK,+AC0-82,3,0,   0.  0.  0.  0,12, Ziggo4B7E958, ,
AC:22:05:56:58:6B, 2018+AC0-02+AC0-28 18:34:02, 2018+AC0-02+AC0-28 18:34:25,52,54, WPA2, CCMP,PSK,+AC0-83,8,0,   0.  0.  0.  0,12, ZiggoC8E64D1, ,
90:6C:AC:03:EE:B2, 2018+AC0-02+AC0-28 18:34:24, 2018+AC0-02+AC0-28 18:34:24,6,54, WPA2, CCMP,PSK,+AC0-84,2,0,   0.  0.  0.  0,13, Wifi+AF8-Mondzorg, ,
E0:51:63:9C:07:5E, 2018+AC0-02+AC0-28 18:34:03, 2018+AC0-02+AC0-28 18:34:26,100,54, WPA2, CCMP,PSK,+AC0-84,8,1,   0.  0.  0.  0,18, Just Wellness+AF8-5Ghz, ,
AC:22:05:52:1D:BB, 2018+AC0-02+AC0-28 18:34:14, 2018+AC0-02+AC0-28 18:34:26,64,54, WPA2, CCMP,PSK,+AC0-84,3,0,   0.  0.  0.  0,12, Ziggo4B7E958, ,
8A:32:B5:31:A1:10, 2018+AC0-02+AC0-28 18:34:00, 2018+AC0-02+AC0-28 18:34:24,6,54, WPA2, CCMP,PSK,+AC0-84,3,0,   0.  0.  0.  0,11, Gastnetwerk, ,
64:7C:34:5A:D5:38, 2018+AC0-02+AC0-28 18:34:00, 2018+AC0-02+AC0-28 18:34:24,6,54, WPA2WPA , CCMP TKIP,PSK,+AC0-86,3,0,   0.  0.  0.  0,10, UPC0453889, ,
48:D7:05:F0:BA:5A, 2018+AC0-02+AC0-28 18:34:00, 2018+AC0-02+AC0-28 18:34:24,6,54, WPA2, CCMP,PSK,+AC0-86,5,0,   0.  0.  0.  0,13, Wi+AC0-Fi 2.4 GHz, ,
5A:D7:05:F0:BA:5A, 2018+AC0-02+AC0-28 18:34:00, 2018+AC0-02+AC0-28 18:34:24,6,54, WPA2, CCMP,PSK,+AC0-86,6,0,   0.  0.  0.  0,11, Gastnetwerk, ,
58:0A:20:69:58:A0, 2018+AC0-02+AC0-28 18:34:11, 2018+AC0-02+AC0-28 18:34:23,4,54, WPA2, CCMP TKIP,PSK,+AC0-87,3,0,   0.  0.  0.  0,9, euDNGuest, ,
8A:33:B5:31:A1:10, 2018+AC0-02+AC0-28 18:34:24, 2018+AC0-02+AC0-28 18:34:24,+AC0-1,54, WPA2, CCMP,PSK,+AC0-88,2,0,   0.  0.  0.  0,11, Gastnetwerk, ,
C4:EA:1D:F1:C0:5D, 2018+AC0-02+AC0-28 18:34:00, 2018+AC0-02+AC0-28 18:34:23,11,54, WPA2WPA , CCMP TKIP,PSK,+AC0-88,4,0,   0.  0.  0.  0,12, TELE2+AC0-F1C05D, ,
54:88:0E:CA:06:E0, 2018+AC0-02+AC0-28 18:33:51, 2018+AC0-02+AC0-28 18:34:26,100,54, WPA2, CCMP,PSK,+AC0-88,7,0,   0.  0.  0.  0,30, UPC507858427 Te Amo Vintage+AC0-5G, ,
54:67:51:0C:1D:9B, 2018+AC0-02+AC0-28 18:34:26, 2018+AC0-02+AC0-28 18:34:26,100,54, WPA2, CCMP,PSK,+AC0-89,1,1,   0.  0.  0.  0,12, Ziggo6B533AB, ,
F0:B4:29:D8:EE:2D, 2018+AC0-02+AC0-28 18:33:50, 2018+AC0-02+AC0-28 18:34:13,48,54, WPA2, CCMP,PSK,+AC0-83,7,0,   0.  0.  0.  0,21, AH+AF8AXw-XL+AF8-Limburglaan+AF8-5G, ,
64:09:80:44:5A:88, 2018+AC0-02+AC0-28 18:33:54, 2018+AC0-02+AC0-28 18:34:17,149,54, WPA2, CCMP TKIP,PSK,+AC0-85,8,0,   0.  0.  0.  0,4, Uber, ,
AC:22:05:5F:67:74, 2018+AC0-02+AC0-28 18:33:51, 2018+AC0-02+AC0-28 18:34:15,100,54, WPA2WPA , CCMP TKIP,PSK,+AC0-86,7,0,   0.  0.  0.  0,12, ZiggoE633D44, ,
FC:F5:28:B9:62:74, 2018+AC0-02+AC0-28 18:33:46, 2018+AC0-02+AC0-28 18:33:46,7,54, WPA , TKIP,PSK,+AC0-59,4,0,   0.  0.  0.  0,16, Zy+AF8-private+AF8-4EHTX, ,
FA:8F:CA:95:4D:F1, 2018+AC0-02+AC0-28 18:33:45, 2018+AC0-02+AC0-28 18:33:46,1,54, OPN ,       ,   ,+AC0-69,2,0,   0.  0.  0.  0,0, , ,
C2:38:96:31:BB:C8, 2018+AC0-02+AC0-28 18:33:45, 2018+AC0-02+AC0-28 18:33:46,1,54, WPA2, CCMP,PSK,+AC0-69,3,0,   0.  0.  0.  0,16, DIRECT+AC0-99+AC0-BRAVIA, ,
C6:27:95:84:86:D2, 2018+AC0-02+AC0-28 18:33:45, 2018+AC0-02+AC0-28 18:33:46,1,54, WPA2, CCMP TKIP, MGT,+AC0-71,2,0,   0.  0.  0.  0,5, Ziggo, ,
5C:DC:96:E8:6F:94, 2018+AC0-02+AC0-28 18:33:47, 2018+AC0-02+AC0-28 18:33:47,9,54, WPA2, CCMP,PSK,+AC0-82,3,0,   0.  0.  0.  0,13, VGV7519E86F94, ,
78:24:AF:C3:A2:15, 2018+AC0-02+AC0-28 18:33:45, 2018+AC0-02+AC0-28 18:33:45,1,54, WPA2, CCMP,PSK,+AC0-82,1,0,   0.  0.  0.  0,4, ASUS, ,
72:D2:74:AB:B5:1F, 2018+AC0-02+AC0-28 18:33:35, 2018+AC0-02+AC0-28 18:33:47,9,54, OPN ,       ,   ,+AC0-86,4,0,   0.  0.  0.  0,7, KPN Fon, ,
00:25:00:FF:94:73, 2018+AC0-02+AC0-28 18:25:15, 2018+AC0-02+AC0-28 18:33:36,+AC0-1,+AC0-1,     ,       ,   ,+AC0-1,0,0,   0.  0.  0.  0,0, , ,
2C:30:33:53:DC:8E, 2018+AC0-02+AC0-28 18:33:35, 2018+AC0-02+AC0-28 18:33:36,9,54, WPA2, CCMP,PSK,+AC0-62,4,0,   0.  0.  0.  0,14, InternetPieter, ,
2E:30:33:53:DC:80, 2018+AC0-02+AC0-28 18:33:35, 2018+AC0-02+AC0-28 18:33:36,9,54, WPA2, CCMP,PSK,+AC0-64,11,0,   0.  0.  0.  0,21, NETGEAR66+AC0-arlo+AF8-246908, ,
C4:27:95:BC:33:CE, 2018+AC0-02+AC0-28 18:33:34, 2018+AC0-02+AC0-28 18:33:34,1,+AC0-1, WPA ,       ,   ,+AC0-65,0,2,   0.  0.  0.  0,0, , ,
98:F5:37:53:3E:8C, 2018+AC0-02+AC0-28 18:33:34, 2018+AC0-02+AC0-28 18:33:34,1,54, WPA , CCMP TKIP,PSK,+AC0-66,2,0,   0.  0.  0.  0,11, H220N533E8C, ,
44:32:C8:32:95:90, 2018+AC0-02+AC0-28 18:33:37, 2018+AC0-02+AC0-28 18:33:37,6,54, WPA2WPA , CCMP TKIP,PSK,+AC0-67,2,0,   0.  0.  0.  0,10, UPC1011887, ,
46:32:C8:32:95:92, 2018+AC0-02+AC0-28 18:33:37, 2018+AC0-02+AC0-28 18:33:37,6,54, WPA2, CCMP TKIP, MGT,+AC0-68,2,0,   0.  0.  0.  0,5, Ziggo, ,
4C:09:D4:CE:59:35, 2018+AC0-02+AC0-28 18:33:34, 2018+AC0-02+AC0-28 18:33:35,3,54, WPA2, CCMP,PSK,+AC0-72,4,1,   0.  0.  0.  0,13, VGV7519CE5935, ,
88:03:55:BA:3E:EB, 2018+AC0-02+AC0-28 18:33:37, 2018+AC0-02+AC0-28 18:33:37,6,54, WPA2, CCMP,PSK,+AC0-73,2,0,   0.  0.  0.  0,7, Hassies, ,
34:CE:00:5C:FB:61, 2018+AC0-02+AC0-28 18:33:36, 2018+AC0-02+AC0-28 18:33:37,11,54, WPA2, CCMP TKIP,PSK,+AC0-75,3,0,   0.  0.  0.  0,8, vanDijke, ,
62:68:C8:AF:74:81, 2018+AC0-02+AC0-28 18:33:36, 2018+AC0-02+AC0-28 18:33:37,11,54, OPN ,       ,   ,+AC0-75,3,0,   0.  0.  0.  0,7, KPN Fon, ,
8C:68:C8:AF:74:80, 2018+AC0-02+AC0-28 18:33:36, 2018+AC0-02+AC0-28 18:33:37,11,54, WPA2, CCMP,PSK,+AC0-75,3,0,   0.  0.  0.  0,11, H369AAF7480, ,
AC:64:62:6B:5C:A5, 2018+AC0-02+AC0-28 18:33:37, 2018+AC0-02+AC0-28 18:33:37,11,54, WPA2, CCMP,PSK,+AC0-77,3,0,   0.  0.  0.  0,11, H369A6B5CA5, ,
28:FF:3E:21:03:0A, 2018+AC0-02+AC0-28 18:33:36, 2018+AC0-02+AC0-28 18:33:36,4,54, WPA2, CCMP,PSK,+AC0-77,2,0,   0.  0.  0.  0,17, TELE2+AC0-210309+AF8-2.4G, ,
5C:DC:96:E2:8A:87, 2018+AC0-02+AC0-28 18:33:35, 2018+AC0-02+AC0-28 18:33:35,3,54, WPA2, CCMP,PSK,+AC0-77,4,0,   0.  0.  0.  0,13, VGV7519E28A87, ,
FA:8F:CA:98:14:83, 2018+AC0-02+AC0-28 18:33:37, 2018+AC0-02+AC0-28 18:33:37,6,54, OPN ,       ,   ,+AC0-78,3,0,   0.  0.  0.  0,0, , ,
44:32:C8:31:A6:FB, 2018+AC0-02+AC0-28 18:33:37, 2018+AC0-02+AC0-28 18:33:37,6,54, WPA2WPA , CCMP TKIP,PSK,+AC0-79,2,0,   0.  0.  0.  0,10, UPC0942403, ,
2C:95:7F:4C:6F:97, 2018+AC0-02+AC0-28 18:33:22, 2018+AC0-02+AC0-28 18:33:34,7,54, WPA2WPA , CCMP TKIP,PSK,+AC0-79,3,0,   0.  0.  0.  0,11, H368N4C6F97, ,
46:32:C8:31:A6:FD, 2018+AC0-02+AC0-28 18:33:37, 2018+AC0-02+AC0-28 18:33:37,6,54, WPA2, CCMP TKIP, MGT,+AC0-80,2,0,   0.  0.  0.  0,5, Ziggo, ,
B4:82:FE:8D:27:97, 2018+AC0-02+AC0-28 18:33:35, 2018+AC0-02+AC0-28 18:33:35,3,54, WPA2WPA , CCMP TKIP,PSK,+AC0-80,2,0,   0.  0.  0.  0,6, Jansen, ,
22:FE:ED:CE:12:52, 2018+AC0-02+AC0-28 18:33:37, 2018+AC0-02+AC0-28 18:33:37,6,54, WPA2, CCMP,PSK,+AC0-82,2,0,   0.  0.  0.  0,28, DIRECT+AC0-EhDESKTOP+AC0-33V71R3msWT, ,
28:FF:3E:39:4A:4F, 2018+AC0-02+AC0-28 18:33:35, 2018+AC0-02+AC0-28 18:33:35,3,54, WPA2WPA , CCMP TKIP,PSK,+AC0-82,1,6,   0.  0.  0.  0,12, H369A394A4F2, ,
74:31:70:DF:82:F2, 2018+AC0-02+AC0-28 18:33:24, 2018+AC0-02+AC0-28 18:33:35,9,54, WPA2, CCMP,PSK,+AC0-82,1,0,   0.  0.  0.  0,13, VGV7519DF82F2, ,
00:1A:70:64:C4:55, 2018+AC0-02+AC0-28 18:33:36, 2018+AC0-02+AC0-28 18:33:37,11,54, WPA2WPA , CCMP TKIP,PSK,+AC0-84,2,0,   0.  0.  0.  0,8, Hassies2, ,
54:FA:3E:B3:14:63, 2018+AC0-02+AC0-28 18:33:23, 2018+AC0-02+AC0-28 18:33:34,13,54, WPA2, CCMP TKIP,PSK,+AC0-86,3,0,   0.  0.  0.  0,12, HZN240443738, ,
72:54:D2:B1:61:A7, 2018+AC0-02+AC0-28 18:33:37, 2018+AC0-02+AC0-28 18:33:37,6,+AC0-1, WPA ,       ,   ,+AC0-88,0,2,   0.  0.  0.  0,0, , ,
18:83:BF:6B:D9:33, 2018+AC0-02+AC0-28 18:33:23, 2018+AC0-02+AC0-28 18:33:23,2,54, WPA2, CCMP,PSK,+AC0-50,3,0,   0.  0.  0.  0,13, VGV75196BD933, ,
70:9F:2D:9A:AB:1B, 2018+AC0-02+AC0-28 18:33:23, 2018+AC0-02+AC0-28 18:33:24,3,54, WPA2, CCMP,PSK,+AC0-58,4,0,   0.  0.  0.  0,11, ROSEBUD1964, ,
7A:9F:2D:9A:AB:18, 2018+AC0-02+AC0-28 18:33:23, 2018+AC0-02+AC0-28 18:33:24,3,54, OPN ,       ,   ,+AC0-59,5,0,   0.  0.  0.  0,7, KPN Fon, ,
70:2E:22:72:CE:5C, 2018+AC0-02+AC0-28 18:33:12, 2018+AC0-02+AC0-28 18:33:24,9,54, WPA2WPA , CCMP TKIP,PSK,+AC0-64,3,1,   0.  0.  0.  0,11, H369A72CE5C, ,
1C:3A:DE:D6:68:CF, 2018+AC0-02+AC0-28 18:32:59, 2018+AC0-02+AC0-28 18:33:23,13,54, WPA2, CCMP TKIP,PSK,+AC0-66,7,0,   0.  0.  0.  0,12, HZN240090294, ,
70:2E:22:72:CE:5D, 2018+AC0-02+AC0-28 18:33:26, 2018+AC0-02+AC0-28 18:33:26,+AC0-1,54, WPA2WPA , CCMP TKIP,PSK,+AC0-68,3,0,   0.  0.  0.  0,14, H369A72CE5C 5G, ,
54:67:51:83:CC:37, 2018+AC0-02+AC0-28 18:32:50, 2018+AC0-02+AC0-28 18:33:25,11,54, WPA2, CCMP,PSK,+AC0-68,7,0,   0.  0.  0.  0,9, Ziggo 2.4, ,
70:54:D2:A7:A2:8A, 2018+AC0-02+AC0-28 18:33:00, 2018+AC0-02+AC0-28 18:33:23,3,54, WPA2, CCMP,PSK,+AC0-69,12,2,   0.  0.  0.  0,9, SingShop1, ,
AC:64:62:80:7A:5F, 2018+AC0-02+AC0-28 18:33:12, 2018+AC0-02+AC0-28 18:33:24,9,54, WPA2WPA , CCMP TKIP,PSK,+AC0-72,4,1,   0.  0.  0.  0,8, Ugarit07, ,
9C:C7:A6:CD:23:B2, 2018+AC0-02+AC0-28 18:33:24, 2018+AC0-02+AC0-28 18:33:25,6,54, WPA2WPA , CCMP TKIP,PSK,+AC0-73,4,0,   0.  0.  0.  0,13, Casa Bistecca, ,
84:9C:A6:79:54:71, 2018+AC0-02+AC0-28 18:32:49, 2018+AC0-02+AC0-28 18:33:24,9,54, WPA2, CCMP,PSK,+AC0-73,11,0,   0.  0.  0.  0,13, VGV7519795471, ,
1C:3A:DE:E1:6C:75, 2018+AC0-02+AC0-28 18:33:11, 2018+AC0-02+AC0-28 18:33:23,13,54, WPA2, CCMP TKIP,PSK,+AC0-73,4,0,   0.  0.  0.  0,12, HZN243166253, ,
00:0C:F6:D7:43:CC, 2018+AC0-02+AC0-28 18:33:24, 2018+AC0-02+AC0-28 18:33:24,9,54, WPA2, CCMP,PSK,+AC0-74,4,0,   0.  0.  0.  0,18, Villa+AC0-Hastel Boven, ,
00:4A:77:6A:49:FF, 2018+AC0-02+AC0-28 18:33:12, 2018+AC0-02+AC0-28 18:33:24,4,54, WPA2, CCMP,PSK,+AC0-74,3,2,   0.  0.  0.  0,11, H369A6A49FF, ,
6A:C7:A6:CD:23:B3, 2018+AC0-02+AC0-28 18:33:22, 2018+AC0-02+AC0-28 18:33:25,6,54, WPA2WPA , CCMP TKIP,PSK,+AC0-75,4,0,   0.  0.  0.  0,21, Casa Bistecca Hospiti, ,
88:03:55:55:53:B1, 2018+AC0-02+AC0-28 18:33:00, 2018+AC0-02+AC0-28 18:33:23,8,54, WPA2, CCMP,PSK,+AC0-75,4,0,   0.  0.  0.  0,13, VGV75195553B1, ,
82:C6:AB:3A:D0:C3, 2018+AC0-02+AC0-28 18:33:25, 2018+AC0-02+AC0-28 18:33:25,6,54, WPA2, CCMP TKIP, MGT,+AC0-80,2,0,   0.  0.  0.  0,5, Ziggo, ,
54:FA:3E:81:91:46, 2018+AC0-02+AC0-28 18:33:27, 2018+AC0-02+AC0-28 18:33:27,60,54, WPA2, CCMP,PSK,+AC0-82,2,0,   0.  0.  0.  0,12, HZN502446279, ,
54:FA:3E:B2:AB:0A, 2018+AC0-02+AC0-28 18:33:27, 2018+AC0-02+AC0-28 18:33:27,52,54, WPA2, CCMP,PSK,+AC0-82,2,0,   0.  0.  0.  0,12, HZN507437629, ,
F2:9F:C2:A5:1F:C6, 2018+AC0-02+AC0-28 18:33:26, 2018+AC0-02+AC0-28 18:33:26,44,54, WPA2, CCMP,PSK,+AC0-82,3,0,   0.  0.  0.  0,12, Villa+AC0-Hastel, ,
AC:64:62:80:7A:60, 2018+AC0-02+AC0-28 18:33:26, 2018+AC0-02+AC0-28 18:33:26,+AC0-1,54, WPA2WPA , CCMP TKIP,PSK,+AC0-82,2,0,   0.  0.  0.  0,8, Ugarit07, ,
54:FA:3E:B2:AB:09, 2018+AC0-02+AC0-28 18:33:25, 2018+AC0-02+AC0-28 18:33:25,12,54, WPA2, CCMP TKIP,PSK,+AC0-82,3,0,   0.  0.  0.  0,12, HZN242632862, ,
90:5C:44:DA:CC:91, 2018+AC0-02+AC0-28 18:33:03, 2018+AC0-02+AC0-28 18:33:26,48,54, WPA2WPA , CCMP TKIP,PSK,+AC0-82,6,1,   0.  0.  0.  0,12, ZiggoF1ED974, ,
30:8D:99:B5:3B:45, 2018+AC0-02+AC0-28 18:33:02, 2018+AC0-02+AC0-28 18:33:25,6,54, OPN ,       ,   ,+AC0-83,6,0,   0.  0.  0.  0,28, HP+AC0-Print+AC0-45+AC0-ENVY 4500 series, ,
28:FF:3E:21:0E:A4, 2018+AC0-02+AC0-28 18:33:02, 2018+AC0-02+AC0-28 18:33:25,11,54, WPA2, CCMP,PSK,+AC0-83,5,0,   0.  0.  0.  0,17, TELE2+AC0-210EA3+AF8-2.4G, ,
62:C7:A6:CD:23:B2, 2018+AC0-02+AC0-28 18:33:03, 2018+AC0-02+AC0-28 18:33:27,+AC0-1,54, WPA2WPA , CCMP TKIP,PSK,+AC0-85,8,0,   0.  0.  0.  0,21, Casa Bistecca Hospiti, ,
9C:C7:A6:CD:23:B1, 2018+AC0-02+AC0-28 18:33:03, 2018+AC0-02+AC0-28 18:33:27,+AC0-1,54, WPA2WPA , CCMP TKIP,PSK,+AC0-86,9,0,   0.  0.  0.  0,16, Casa Bistecca 5G, ,
54:FA:3E:96:7E:25, 2018+AC0-02+AC0-28 18:33:02, 2018+AC0-02+AC0-28 18:33:25,12,54, WPA2, CCMP TKIP,PSK,+AC0-87,3,0,   0.  0.  0.  0,12, HZN242446829, ,
00:4A:77:59:E9:2C, 2018+AC0-02+AC0-28 18:32:50, 2018+AC0-02+AC0-28 18:33:14,12,54, WPA2, CCMP,PSK,+AC0-62,6,0,   0.  0.  0.  0,11, H369A59E92C, ,
00:4A:77:59:E9:2D, 2018+AC0-02+AC0-28 18:32:41, 2018+AC0-02+AC0-28 18:33:16,+AC0-1,54, WPA2, CCMP,PSK,+AC0-67,10,0,   0.  0.  0.  0,11, H369A59E92C, ,
5C:A8:6A:45:F2:E8, 2018+AC0-02+AC0-28 18:32:50, 2018+AC0-02+AC0-28 18:33:13,6,54, WPA2, CCMP,PSK,+AC0-72,5,4,   0.  0.  0.  0,11, VFNL+AC0-45F2DF, ,
DC:53:7C:AE:0A:4B, 2018+AC0-02+AC0-28 18:32:38, 2018+AC0-02+AC0-28 18:33:13,11,54, WPA2, CCMP,PSK,+AC0-77,6,2,   0.  0.  0.  0,12, ZiggoDC757C1, ,
0A:95:2A:87:70:28, 2018+AC0-02+AC0-28 18:32:38, 2018+AC0-02+AC0-28 18:33:13,6,54, WPA2, CCMP TKIP, MGT,+AC0-78,7,0,   0.  0.  0.  0,5, Ziggo, ,
5C:A8:6A:45:F2:EC, 2018+AC0-02+AC0-28 18:32:40, 2018+AC0-02+AC0-28 18:33:15,52,54, WPA2, CCMP,PSK,+AC0-78,5,1,   0.  0.  0.  0,13, VFNL+AC0-45F2DF5G, ,
14:49:E0:F4:F4:D8, 2018+AC0-02+AC0-28 18:33:01, 2018+AC0-02+AC0-28 18:33:13,11,54, WPA2, CCMP TKIP,PSK,+AC0-78,6,0,   0.  0.  0.  0,11, Stroopsmoel, ,
EA:08:6B:E8:0B:BE, 2018+AC0-02+AC0-28 18:32:38, 2018+AC0-02+AC0-28 18:33:13,11,54, WPA2WPA , CCMP TKIP,PSK,+AC0-79,7,0,   0.  0.  0.  0,16, barten wifi gast, ,
08:95:2A:87:70:26, 2018+AC0-02+AC0-28 18:33:02, 2018+AC0-02+AC0-28 18:33:13,6,54, WPA2WPA , CCMP TKIP,PSK,+AC0-79,5,0,   0.  0.  0.  0,10, UPC6323634, ,
98:FC:11:AC:16:18, 2018+AC0-02+AC0-28 18:33:02, 2018+AC0-02+AC0-28 18:33:14,6,54, WPA2WPA , CCMP TKIP,PSK,+AC0-79,4,1,   0.  0.  0.  0,9, SingShop2, ,
70:71:BC:84:55:E4, 2018+AC0-02+AC0-28 18:32:50, 2018+AC0-02+AC0-28 18:33:13,6,54, WPA2, CCMP,PSK,+AC0-80,3,0,   0.  0.  0.  0,9, UPC159137, ,
CC:35:40:78:24:00, 2018+AC0-02+AC0-28 18:32:38, 2018+AC0-02+AC0-28 18:33:13,11,54, WPA2WPA , CCMP TKIP,PSK,+AC0-80,8,0,   0.  0.  0.  0,10, UPC1582316, ,
EC:08:6B:E8:0B:BE, 2018+AC0-02+AC0-28 18:32:50, 2018+AC0-02+AC0-28 18:33:13,11,54, WPA2WPA , CCMP,PSK,+AC0-81,7,0,   0.  0.  0.  0,12, TP+AC0-LINK+AF8-0BBE, ,
54:FA:3E:56:F4:FD, 2018+AC0-02+AC0-28 18:33:02, 2018+AC0-02+AC0-28 18:33:14,12,54, WPA2, CCMP TKIP,PSK,+AC0-81,4,0,   0.  0.  0.  0,8, Mitchell, ,
98:FC:11:AB:FB:44, 2018+AC0-02+AC0-28 18:33:01, 2018+AC0-02+AC0-28 18:33:13,11,54, WPA2WPA , CCMP TKIP,PSK,+AC0-82,0,1,   0.  0.  0.  0,15, MANUS creations, ,
1C:3A:DE:C3:1A:AA, 2018+AC0-02+AC0-28 18:32:40, 2018+AC0-02+AC0-28 18:33:15,56,54, WPA2, CCMP,PSK,+AC0-82,9,0,   0.  0.  0.  0,12, HZN504003679, ,
