BSSID, First time seen, Last time seen, channel, Speed, Privacy, Cipher, Authentication, Power, +ACM- beacons, +ACM- IV, LAN IP, ID+AC0-length, ESSID, Key,
88:DC:96:54:B0:7E, 2018+AC0-02+AC0-28 18:35:58, 2018+AC0-02+AC0-28 18:35:58,44,54, WPA2, CCMP,PSK,+AC0-84,2,0,   0.  0.  0.  0,4, REEF, ,
88:DC:96:54:B0:6F, 2018+AC0-02+AC0-28 18:35:58, 2018+AC0-02+AC0-28 18:35:58,44,54, WPA2, CCMP,PSK,+AC0-84,2,0,   0.  0.  0.  0,4, REEF, ,
8A:DC:96:54:B0:7E, 2018+AC0-02+AC0-28 18:35:58, 2018+AC0-02+AC0-28 18:35:58,44,54, WPA2, CCMP,PSK,+AC0-83,3,0,   0.  0.  0.  0,6, FORTEC, ,
8A:DC:96:54:B0:6F, 2018+AC0-02+AC0-28 18:35:58, 2018+AC0-02+AC0-28 18:35:58,44,54, WPA2, CCMP,PSK,+AC0-83,3,0,   0.  0.  0.  0,6, FORTEC, ,
9A:DC:96:54:B0:7E, 2018+AC0-02+AC0-28 18:35:58, 2018+AC0-02+AC0-28 18:35:58,44,54, WPA2, CCMP,PSK,+AC0-83,3,0,   0.  0.  0.  0,9, REEF+AC0-wifi, ,
AA:DC:96:54:B0:7E, 2018+AC0-02+AC0-28 18:35:58, 2018+AC0-02+AC0-28 18:35:58,44,54, WPA2, CCMP,PSK,+AC0-81,2,0,   0.  0.  0.  0,11, FORTEC+AC0-wifi, ,
A0:63:91:2F:DF:B8, 2018+AC0-02+AC0-28 18:36:10, 2018+AC0-02+AC0-28 18:36:10,+AC0-1,54, WPA2, CCMP,PSK,+AC0-85,2,0,   0.  0.  0.  0,12, NETGEAR88+AC0-5G, ,
00:F2:8B:03:26:00, 2018+AC0-02+AC0-28 18:36:07, 2018+AC0-02+AC0-28 18:36:08,9,54, WPA2, CCMP,PSK,+AC0-84,3,0,   0.  0.  0.  0,9, WLAN+AC0-LUMI, ,
00:FE:C8:EF:52:80, 2018+AC0-02+AC0-28 18:36:08, 2018+AC0-02+AC0-28 18:36:08,10,54, WPA2, CCMP,PSK,+AC0-84,2,0,   0.  0.  0.  0,9, WLAN+AC0-LUMI, ,
00:FE:C8:D6:9D:90, 2018+AC0-02+AC0-28 18:36:08, 2018+AC0-02+AC0-28 18:36:08,4,54, WPA2, CCMP,PSK,+AC0-80,2,57,   0.  0.  0.  0,9, WLAN+AC0-LUMI, ,
AC:86:74:15:26:12, 2018+AC0-02+AC0-28 18:36:19, 2018+AC0-02+AC0-28 18:36:20,5,54, WPA2WPA , CCMP TKIP,PSK,+AC0-87,4,0,   0.  0.  0.  0,10, QEWireless, ,
08:D0:9F:BF:CC:10, 2018+AC0-02+AC0-28 18:36:20, 2018+AC0-02+AC0-28 18:36:20,11,54, WPA , CCMP TKIP,PSK,+AC0-82,2,0,   0.  0.  0.  0,16, treffinawireless, ,
02:CA:FE:CA:CA:40, 2018+AC0-02+AC0-28 18:26:01, 2018+AC0-02+AC0-28 18:36:20,5,54, WPA2, CCMP,PSK,+AC0-1,5,8,   0.  0.  0.  0,0, , ,
00:1A:70:4E:EC:BC, 2018+AC0-02+AC0-28 18:36:21, 2018+AC0-02+AC0-28 18:36:32,6,54, WPA2WPA , CCMP TKIP,PSK,+AC0-86,3,0,   0.  0.  0.  0,11, Typemachine, ,
80:00:6E:F3:DF:3C, 2018+AC0-02+AC0-28 18:36:32, 2018+AC0-02+AC0-28 18:36:32,6,54, WPA2, CCMP,PSK,+AC0-85,2,0,   0.  0.  0.  0,26, Greenstone advocaten N.V. , ,
80:C6:AB:3B:D9:F6, 2018+AC0-02+AC0-28 18:36:32, 2018+AC0-02+AC0-28 18:36:32,11,54, WPA2WPA , CCMP TKIP,PSK,+AC0-84,3,0,   0.  0.  0.  0,10, UPC0055972, ,
82:C6:AB:3B:D9:F8, 2018+AC0-02+AC0-28 18:36:32, 2018+AC0-02+AC0-28 18:36:32,11,54, WPA2, CCMP TKIP, MGT,+AC0-84,2,0,   0.  0.  0.  0,5, Ziggo, ,
34:A8:4E:4E:36:F2, 2018+AC0-02+AC0-28 18:36:29, 2018+AC0-02+AC0-28 18:36:29,1,11, WPA2, CCMP,PSK,+AC0-83,2,0,   0.  0.  0.  0,7, Arizona, ,
34:A8:4E:4E:36:F1, 2018+AC0-02+AC0-28 18:36:29, 2018+AC0-02+AC0-28 18:36:29,1,11, OPN ,       ,   ,+AC0-79,2,0,   0.  0.  0.  0,5, Guest, ,
84:9C:A6:4D:F5:0D, 2018+AC0-02+AC0-28 18:36:31, 2018+AC0-02+AC0-28 18:36:32,5,54, WPA2, CCMP TKIP,PSK,+AC0-79,3,0,   0.  0.  0.  0,17, KPN+AC0-VGV75194DF50D, ,
54:FA:3E:2E:C0:AD, 2018+AC0-02+AC0-28 18:36:32, 2018+AC0-02+AC0-28 18:36:32,11,54, WPA2, CCMP,PSK,+AC0-79,3,0,   0.  0.  0.  0,12, HZN240761616, ,
02:1D:AA:80:9F:84, 2018+AC0-02+AC0-28 18:36:29, 2018+AC0-02+AC0-28 18:36:29,1,54, WPA2, CCMP,PSK,+AC0-77,3,0,   0.  0.  0.  0,20, AA Tax Lawyers guest, ,
00:1D:AA:80:9F:84, 2018+AC0-02+AC0-28 18:36:29, 2018+AC0-02+AC0-28 18:36:30,1,54, WPA2, CCMP,PSK,+AC0-73,3,0,   0.  0.  0.  0,14, AA Tax Lawyers, ,
20:AA:4B:A8:0C:28, 2018+AC0-02+AC0-28 18:36:41, 2018+AC0-02+AC0-28 18:36:41,1,54, OPN ,       ,   ,+AC0-86,2,0,   0.  0.  0.  0,20, LinksysExtender29390, ,
A0:0B:BA:26:EB:68, 2018+AC0-02+AC0-28 18:36:42, 2018+AC0-02+AC0-28 18:36:42,8,54, WPA2, CCMP TKIP,PSK,+AC0-84,2,0,   0.  0.  0.  0,12, UPC246049835, ,
44:32:C8:31:75:6C, 2018+AC0-02+AC0-28 18:36:42, 2018+AC0-02+AC0-28 18:36:42,8,54, WPA2WPA , CCMP TKIP,PSK,+AC0-83,2,0,   0.  0.  0.  0,10, UPC5942720, ,
1C:3A:DE:B5:5C:E3, 2018+AC0-02+AC0-28 18:36:41, 2018+AC0-02+AC0-28 18:36:41,13,54, WPA2, CCMP TKIP,PSK,+AC0-81,2,0,   0.  0.  0.  0,12, HZN241314206, ,
46:32:C8:31:75:6E, 2018+AC0-02+AC0-28 18:36:42, 2018+AC0-02+AC0-28 18:36:42,8,54, WPA2, CCMP TKIP, MGT,+AC0-81,2,0,   0.  0.  0.  0,5, Ziggo, ,
46:32:C8:A3:50:4B, 2018+AC0-02+AC0-28 18:36:41, 2018+AC0-02+AC0-28 18:36:41,1,54, WPA2, CCMP TKIP, MGT,+AC0-80,3,0,   0.  0.  0.  0,5, Ziggo, ,
FA:8F:CA:96:D5:4A, 2018+AC0-02+AC0-28 18:36:41, 2018+AC0-02+AC0-28 18:36:41,1,54, OPN ,       ,   ,+AC0-78,3,0,   0.  0.  0.  0,27, Polk MagniFi Mini+AC0-1290.l001, ,
44:32:C8:A3:50:49, 2018+AC0-02+AC0-28 18:36:41, 2018+AC0-02+AC0-28 18:36:41,1,54, WPA2WPA , CCMP TKIP,PSK,+AC0-78,3,0,   0.  0.  0.  0,10, UPC1403883, ,
E8:DE:27:FD:15:5E, 2018+AC0-02+AC0-28 18:36:41, 2018+AC0-02+AC0-28 18:36:41,1,54, WPA2WPA , CCMP,PSK,+AC0-76,4,0,   0.  0.  0.  0,7, Mathea2, ,
60:E3:27:48:F3:31, 2018+AC0-02+AC0-28 18:36:52, 2018+AC0-02+AC0-28 18:36:52,1,54, WPA2, CCMP,PSK,+AC0-86,0,1,   0.  0.  0.  0,12, TP+AC0-LINK+AF8-F331, ,
28:FF:3E:2F:EB:E0, 2018+AC0-02+AC0-28 18:37:08, 2018+AC0-02+AC0-28 18:37:08,+AC0-1,54, WPA2WPA , CCMP TKIP,PSK,+AC0-82,2,0,   0.  0.  0.  0,32, Garage +ACY- Bandencentrum Eindhoven, ,
02:27:22:E3:63:54, 2018+AC0-02+AC0-28 18:37:18, 2018+AC0-02+AC0-28 18:37:30,11,54, WPA2, CCMP,PSK,+AC0-87,4,0,   0.  0.  0.  0,10, KOLEN+AC0-GAST, ,
12:27:22:E3:63:54, 2018+AC0-02+AC0-28 18:37:19, 2018+AC0-02+AC0-28 18:37:30,11,54, WPA2, CCMP,PSK,+AC0-87,3,0,   0.  0.  0.  0,17, KOLEN+AC0-MEDEWERKERS, ,
02:27:22:E3:63:58, 2018+AC0-02+AC0-28 18:37:27, 2018+AC0-02+AC0-28 18:37:28,1,54, WPA2, CCMP,PSK,+AC0-67,3,0,   0.  0.  0.  0,10, KOLEN+AC0-GAST, ,
12:27:22:E3:63:58, 2018+AC0-02+AC0-28 18:37:27, 2018+AC0-02+AC0-28 18:37:28,1,54, WPA2, CCMP,PSK,+AC0-67,3,0,   0.  0.  0.  0,17, KOLEN+AC0-MEDEWERKERS, ,
00:1A:8C:AA:BC:69, 2018+AC0-02+AC0-28 18:37:42, 2018+AC0-02+AC0-28 18:37:42,11,54, WPA , TKIP,PSK,+AC0-86,2,0,   0.  0.  0.  0,14, LenGo+AC0-Diagnose, ,
00:1A:8C:A0:18:0E, 2018+AC0-02+AC0-28 18:37:42, 2018+AC0-02+AC0-28 18:37:42,6,54, WPA2, CCMP,PSK,+AC0-86,2,0,   0.  0.  0.  0,5, LenGo, ,
00:1A:8C:AA:BC:6A, 2018+AC0-02+AC0-28 18:37:42, 2018+AC0-02+AC0-28 18:37:42,11,54, OPN ,       ,   ,+AC0-85,2,0,   0.  0.  0.  0,11, LenGo+AC0-Guest, ,
00:1A:8C:A0:18:10, 2018+AC0-02+AC0-28 18:37:42, 2018+AC0-02+AC0-28 18:37:42,6,54, OPN ,       ,   ,+AC0-85,2,0,   0.  0.  0.  0,11, LenGo+AC0-Guest, ,
00:1A:8C:AA:BC:68, 2018+AC0-02+AC0-28 18:37:41, 2018+AC0-02+AC0-28 18:37:42,11,54, WPA2, CCMP,PSK,+AC0-84,4,0,   0.  0.  0.  0,5, LenGo, ,
00:1A:8C:A2:71:97, 2018+AC0-02+AC0-28 18:37:39, 2018+AC0-02+AC0-28 18:37:39,1,54, WPA , TKIP,PSK,+AC0-82,3,0,   0.  0.  0.  0,14, LenGo+AC0-Diagnose, ,
00:1A:8C:A2:71:96, 2018+AC0-02+AC0-28 18:37:39, 2018+AC0-02+AC0-28 18:37:39,1,54, WPA2, CCMP,PSK,+AC0-81,3,0,   0.  0.  0.  0,5, LenGo, ,
00:1A:8C:A2:71:98, 2018+AC0-02+AC0-28 18:37:39, 2018+AC0-02+AC0-28 18:37:39,1,54, OPN ,       ,   ,+AC0-81,3,0,   0.  0.  0.  0,11, LenGo+AC0-Guest, ,
00:1A:8C:A2:71:99, 2018+AC0-02+AC0-28 18:37:39, 2018+AC0-02+AC0-28 18:37:39,1,54, WPA2, CCMP, MGT,+AC0-81,3,0,   0.  0.  0.  0,8, LenGo+AC0-AD, ,
F4:7F:35:CC:38:61, 2018+AC0-02+AC0-28 18:37:51, 2018+AC0-02+AC0-28 18:37:51,1,54, WPA2, CCMP, MGT,+AC0-86,2,0,   0.  0.  0.  0,6, Mobile, ,
50:3D:E5:30:FF:97, 2018+AC0-02+AC0-28 18:37:51, 2018+AC0-02+AC0-28 18:37:52,3,54, WPA2, CCMP,PSK,+AC0-82,3,1,   0.  0.  0.  0,61, ....J...,.+//0AyA-......+//0A3Q-.....+//0A/w-.+//0A3Q-....., 
D0:C7:89:B5:03:FE, 2018+AC0-02+AC0-28 18:38:30, 2018+AC0-02+AC0-28 18:38:30,+AC0-1,54, OPN ,       ,   ,+AC0-86,2,0,   0.  0.  0.  0,12, Guestnet+AEA-VDL, ,
D0:C7:89:B5:03:F1, 2018+AC0-02+AC0-28 18:38:17, 2018+AC0-02+AC0-28 18:38:29,6,54, OPN ,       ,   ,+AC0-85,6,0,   0.  0.  0.  0,12, Guestnet+AEA-VDL, ,
D0:C7:89:B5:03:F2, 2018+AC0-02+AC0-28 18:38:17, 2018+AC0-02+AC0-28 18:38:29,6,54, WPA2WPA , CCMP, MGT,+AC0-84,4,0,   0.  0.  0.  0,10, Mobile+AEA-VDL, ,
D0:C7:89:B5:03:F5, 2018+AC0-02+AC0-28 18:38:17, 2018+AC0-02+AC0-28 18:38:29,6,54, WPA2WPA , CCMP,PSK,+AC0-84,4,0,   0.  0.  0.  0,15, Production2+AEA-VDL, ,
D0:C7:89:B5:03:F0, 2018+AC0-02+AC0-28 18:38:17, 2018+AC0-02+AC0-28 18:38:29,6,54, WPA2WPA , CCMP, MGT,+AC0-83,4,0,   0.  0.  0.  0,10, Domain+AEA-VDL, ,
D0:C7:89:B5:03:F4, 2018+AC0-02+AC0-28 18:38:17, 2018+AC0-02+AC0-28 18:38:29,6,54, WPA2, CCMP,PSK,+AC0-83,4,0,   0.  0.  0.  0,12, Facility+AEA-VDL, ,
D0:C7:89:B5:03:F3, 2018+AC0-02+AC0-28 18:38:17, 2018+AC0-02+AC0-28 18:38:29,6,54, WPA2WPA , CCMP,PSK,+AC0-82,3,0,   0.  0.  0.  0,1, , ,
9C:5D:12:79:6C:54, 2018+AC0-02+AC0-28 18:39:39, 2018+AC0-02+AC0-28 18:39:39,11,54, WPA2, CCMP,PSK,+AC0-87,2,0,   0.  0.  0.  0,9, , ,
9C:5D:12:79:6C:57, 2018+AC0-02+AC0-28 18:39:39, 2018+AC0-02+AC0-28 18:39:39,11,54, OPN ,       ,   ,+AC0-86,2,0,   0.  0.  0.  0,13, Udenhout+AF8-Gast, ,
9C:5D:12:79:6C:55, 2018+AC0-02+AC0-28 18:39:39, 2018+AC0-02+AC0-28 18:39:39,11,54, WPA2, CCMP, MGT,+AC0-85,2,0,   0.  0.  0.  0,10, UDH+AF8-Mobile, ,
1C:3A:DE:DD:4A:55, 2018+AC0-02+AC0-28 18:39:50, 2018+AC0-02+AC0-28 18:39:50,11,54, WPA2, CCMP TKIP,PSK,+AC0-87,2,0,   0.  0.  0.  0,12, HZN242100586, ,
4C:09:D4:CD:C4:A5, 2018+AC0-02+AC0-28 18:39:24, 2018+AC0-02+AC0-28 18:39:48,2,54, WPA2, CCMP,PSK,+AC0-84,6,0,   0.  0.  0.  0,14, Sitecom3d2841A, ,
F4:06:8D:CF:7D:CC, 2018+AC0-02+AC0-28 18:39:50, 2018+AC0-02+AC0-28 18:39:51,6,54, WPA2, CCMP,PSK,+AC0-84,2,0,   0.  0.  0.  0,10, devolo+AC0-073, ,
62:99:35:91:4B:4D, 2018+AC0-02+AC0-28 18:39:50, 2018+AC0-02+AC0-28 18:39:50,5,54, OPN ,       ,   ,+AC0-81,3,0,   0.  0.  0.  0,7, KPN Fon, ,
30:99:35:91:4B:4C, 2018+AC0-02+AC0-28 18:39:50, 2018+AC0-02+AC0-28 18:39:50,5,54, WPA2, CCMP,PSK,+AC0-80,3,0,   0.  0.  0.  0,8, Verbaant, ,
00:25:9C:CA:82:B6, 2018+AC0-02+AC0-28 18:39:39, 2018+AC0-02+AC0-28 18:40:02,11,54, WPA2WPA , CCMP TKIP,PSK,+AC0-87,2,0,   0.  0.  0.  0,7, Michels, ,
7A:4A:77:5A:48:E4, 2018+AC0-02+AC0-28 18:39:13, 2018+AC0-02+AC0-28 18:40:00,8,54, OPN ,       ,   ,+AC0-86,3,0,   0.  0.  0.  0,7, KPN Fon, ,
00:4A:77:5A:48:E7, 2018+AC0-02+AC0-28 18:40:00, 2018+AC0-02+AC0-28 18:40:00,8,54, WPA2, CCMP,PSK,+AC0-85,2,0,   0.  0.  0.  0,11, H369A5A48E7, ,
58:6D:8F:82:DB:C5, 2018+AC0-02+AC0-28 18:40:00, 2018+AC0-02+AC0-28 18:40:01,3,54, WPA2, CCMP,PSK,+AC0-84,4,1,   0.  0.  0.  0,10, hermanneke, ,
00:E0:4D:06:EC:98, 2018+AC0-02+AC0-28 18:40:02, 2018+AC0-02+AC0-28 18:40:02,11,54, WPA2, CCMP,PSK,+AC0-83,2,0,   0.  0.  0.  0,7, Michels, ,
5C:A3:9D:F3:AC:F8, 2018+AC0-02+AC0-28 18:39:15, 2018+AC0-02+AC0-28 18:40:02,11,54, WPA2, CCMP TKIP,PSK,+AC0-82,9,0,   0.  0.  0.  0,12, UPC246464466, ,
A0:EC:80:47:8F:DA, 2018+AC0-02+AC0-28 18:39:59, 2018+AC0-02+AC0-28 18:40:11,1,54, WPA2WPA , CCMP TKIP,PSK,+AC0-87,3,0,   0.  0.  0.  0,11, BALANS WIFI, ,
28:FF:3E:1A:95:3B, 2018+AC0-02+AC0-28 18:40:00, 2018+AC0-02+AC0-28 18:40:12,8,54, WPA2, CCMP,PSK,+AC0-85,3,0,   0.  0.  0.  0,10, hermanneke, ,
52:EC:80:47:8F:DB, 2018+AC0-02+AC0-28 18:39:59, 2018+AC0-02+AC0-28 18:40:11,1,54, OPN ,       ,   ,+AC0-85,4,0,   0.  0.  0.  0,7, KPN Fon, ,
10:60:4B:FE:AD:98, 2018+AC0-02+AC0-28 18:40:00, 2018+AC0-02+AC0-28 18:40:12,8,54, OPN ,       ,   ,+AC0-80,5,0,   0.  0.  0.  0,27, HP+AC0-Print+AC0-98+AC0-Photosmart 5520, ,
EC:8A:4C:90:09:CD, 2018+AC0-02+AC0-28 18:40:00, 2018+AC0-02+AC0-28 18:40:12,3,54, WPA2WPA , CCMP TKIP,PSK,+AC0-59,8,0,   0.  0.  0.  0,11, H368N9009CD, ,
DC:71:44:24:29:50, 2018+AC0-02+AC0-28 18:40:28, 2018+AC0-02+AC0-28 18:40:28,100,54, WPA2, CCMP,PSK,+AC0-89,3,0,   0.  0.  0.  0,12, UPC509581834, ,
8E:04:FF:B9:4D:66, 2018+AC0-02+AC0-28 18:40:30, 2018+AC0-02+AC0-28 18:40:31,+AC0-1,54, WPA2, CCMP TKIP, MGT,+AC0-87,3,0,   0.  0.  0.  0,5, Ziggo, ,
8C:04:FF:B9:4D:64, 2018+AC0-02+AC0-28 18:40:30, 2018+AC0-02+AC0-28 18:40:31,+AC0-1,54, WPA2WPA , CCMP TKIP,PSK,+AC0-86,3,0,   0.  0.  0.  0,10, UPC0138764, ,
30:99:35:91:8E:DC, 2018+AC0-02+AC0-28 18:40:16, 2018+AC0-02+AC0-28 18:40:28,+AC0-1,54, WPA2, CCMP,PSK,+AC0-85,5,0,   0.  0.  0.  0,11, H369A918EDB, ,
AC:22:05:4D:C4:40, 2018+AC0-02+AC0-28 18:40:29, 2018+AC0-02+AC0-28 18:40:29,112,54, WPA2, CCMP,PSK,+AC0-83,3,0,   0.  0.  0.  0,12, ZiggoBA17426, ,
90:5C:44:CF:27:8E, 2018+AC0-02+AC0-28 18:40:29, 2018+AC0-02+AC0-28 18:40:29,112,54, WPA2, CCMP,PSK,+AC0-82,2,0,   0.  0.  0.  0,12, Ziggo6FD93CE, ,
54:FA:3E:BE:CC:AA, 2018+AC0-02+AC0-28 18:40:27, 2018+AC0-02+AC0-28 18:40:28,56,54, WPA2, CCMP,PSK,+AC0-72,3,0,   0.  0.  0.  0,12, HZN506143789, ,
70:2E:22:8D:38:67, 2018+AC0-02+AC0-28 18:40:39, 2018+AC0-02+AC0-28 18:40:39,+AC0-1,54, WPA2, CCMP,PSK,+AC0-87,3,0,   0.  0.  0.  0,15, Couwenberg 5ghz, ,
38:43:7D:34:D6:7A, 2018+AC0-02+AC0-28 18:40:40, 2018+AC0-02+AC0-28 18:40:41,112,54, WPA2WPA , CCMP TKIP,PSK,+AC0-87,3,0,   0.  0.  0.  0,12, Ziggo9897116, ,
FA:8F:CA:73:F3:7D, 2018+AC0-02+AC0-28 18:40:51, 2018+AC0-02+AC0-28 18:40:51,+AC0-1,54, OPN ,       ,   ,+AC0-87,2,0,   0.  0.  0.  0,0, , ,
38:43:7D:0F:A3:CD, 2018+AC0-02+AC0-28 18:40:38, 2018+AC0-02+AC0-28 18:40:39,48,54, WPA2, CCMP,PSK,+AC0-85,3,1,   0.  0.  0.  0,11, konijntje+AF8-5, ,
AC:22:05:2A:14:5F, 2018+AC0-02+AC0-28 18:40:49, 2018+AC0-02+AC0-28 18:40:50,36,54, WPA2WPA , CCMP TKIP,PSK,+AC0-85,2,1,   0.  0.  0.  0,6, CCV+AF8-59, ,
88:03:55:17:01:6A, 2018+AC0-02+AC0-28 18:40:46, 2018+AC0-02+AC0-28 18:40:58,1,54, WPA2, CCMP TKIP,PSK,+AC0-84,3,0,   0.  0.  0.  0,13, VGV751917016A, ,
DC:71:44:2E:D0:F0, 2018+AC0-02+AC0-28 18:40:49, 2018+AC0-02+AC0-28 18:40:50,36,54, WPA2, CCMP,PSK,+AC0-84,2,0,   0.  0.  0.  0,12, UPC504928276, ,
D8:B6:B7:DA:8B:34, 2018+AC0-02+AC0-28 18:40:49, 2018+AC0-02+AC0-28 18:40:49,6,54, WPA2, CCMP,PSK,+AC0-83,2,0,   0.  0.  0.  0,16, ziggo+AC0-ap+AC0-4407305, ,
30:D3:2D:58:CB:83, 2018+AC0-02+AC0-28 18:40:37, 2018+AC0-02+AC0-28 18:40:38,11,54, WPA2, CCMP,PSK,+AC0-81,3,0,   0.  0.  0.  0,19, devolo+AC0-30d32d58cb83, ,
7C:39:53:C1:73:EA, 2018+AC0-02+AC0-28 18:40:38, 2018+AC0-02+AC0-28 18:40:38,+AC0-1,54, WPA2, CCMP,PSK,+AC0-81,2,0,   0.  0.  0.  0,11, H369AC173E9, ,
9C:D2:1E:37:C8:2D, 2018+AC0-02+AC0-28 18:40:49, 2018+AC0-02+AC0-28 18:40:49,11,54, WPA2, CCMP,PSK,+AC0-81,2,0,   0.  0.  0.  0,24, HP+AC0-Print+AC0-2d+AC0-LaserJet 200, ,
C6:27:95:84:9B:24, 2018+AC0-02+AC0-28 18:40:46, 2018+AC0-02+AC0-28 18:40:46,1,54, WPA2, CCMP TKIP, MGT,+AC0-80,2,0,   0.  0.  0.  0,5, Ziggo, ,
30:99:35:91:51:95, 2018+AC0-02+AC0-28 18:40:51, 2018+AC0-02+AC0-28 18:40:52,+AC0-1,54, WPA2, CCMP,PSK,+AC0-80,2,0,   0.  0.  0.  0,11, H369A915194, ,
8C:68:C8:90:80:9C, 2018+AC0-02+AC0-28 18:40:39, 2018+AC0-02+AC0-28 18:40:39,+AC0-1,54, WPA2, CCMP,PSK,+AC0-79,2,0,   0.  0.  0.  0,11, H369A90809B, ,
C4:27:95:84:9B:22, 2018+AC0-02+AC0-28 18:40:46, 2018+AC0-02+AC0-28 18:40:46,1,54, WPA2WPA , CCMP TKIP,PSK,+AC0-79,2,0,   0.  0.  0.  0,10, UPC1934784, ,
30:99:35:91:E1:AA, 2018+AC0-02+AC0-28 18:40:40, 2018+AC0-02+AC0-28 18:40:40,+AC0-1,54, WPA2, CCMP,PSK,+AC0-78,3,0,   0.  0.  0.  0,12, Versantvoort, ,
9C:C7:A6:B8:76:31, 2018+AC0-02+AC0-28 18:40:49, 2018+AC0-02+AC0-28 18:40:49,11,54, WPA2WPA , CCMP TKIP,PSK,+AC0-78,2,0,   0.  0.  0.  0,23, FRITZ+ACE-Box Fon WLAN 7390, ,
88:DC:96:10:F9:44, 2018+AC0-02+AC0-28 18:40:49, 2018+AC0-02+AC0-28 18:40:49,11,54, WPA2, CCMP TKIP,PSK,+AC0-77,0,0,   0.  0.  0.  0,6, CCV+AF8-59, ,
AC:22:05:2A:14:91, 2018+AC0-02+AC0-28 18:40:49, 2018+AC0-02+AC0-28 18:40:49,11,54, WPA2, CCMP TKIP,PSK,+AC0-77,1,0,   0.  0.  0.  0,6, CCV+AF8-59, ,
00:4A:77:69:21:1B, 2018+AC0-02+AC0-28 18:40:51, 2018+AC0-02+AC0-28 18:40:51,+AC0-1,54, WPA2, CCMP,PSK,+AC0-77,2,0,   0.  0.  0.  0,11, H369A69211A, ,
64:7C:34:5E:35:3E, 2018+AC0-02+AC0-28 18:40:50, 2018+AC0-02+AC0-28 18:40:50,44,54, WPA2WPA , CCMP TKIP,PSK,+AC0-76,2,0,   0.  0.  0.  0,3, Bos, ,
6C:B0:CE:1A:D1:06, 2018+AC0-02+AC0-28 18:40:46, 2018+AC0-02+AC0-28 18:40:46,1,54, WPA2, CCMP,PSK,+AC0-75,2,0,   0.  0.  0.  0,15, H369A69211A+AF8-EXT, ,
DC:71:44:2E:D0:F8, 2018+AC0-02+AC0-28 18:40:46, 2018+AC0-02+AC0-28 18:40:46,1,54, WPA2, CCMP TKIP,PSK,+AC0-75,2,0,   0.  0.  0.  0,12, UPC245478863, ,
8C:68:C8:E5:BD:6C, 2018+AC0-02+AC0-28 18:40:47, 2018+AC0-02+AC0-28 18:40:48,9,54, WPA2, CCMP,PSK,+AC0-75,5,0,   0.  0.  0.  0,6, flotol, ,
E0:91:F5:CC:E8:9D, 2018+AC0-02+AC0-28 18:40:46, 2018+AC0-02+AC0-28 18:40:46,1,54, WPA2, TKIP,PSK,+AC0-74,2,0,   0.  0.  0.  0,4, CT24, ,
9C:C7:A6:B8:76:30, 2018+AC0-02+AC0-28 18:40:51, 2018+AC0-02+AC0-28 18:40:51,56,54, WPA2WPA , CCMP TKIP,PSK,+AC0-74,3,0,   0.  0.  0.  0,23, FRITZ+ACE-Box Fon WLAN 7390, ,
00:4A:77:69:21:1A, 2018+AC0-02+AC0-28 18:40:48, 2018+AC0-02+AC0-28 18:40:48,4,54, WPA2, CCMP,PSK,+AC0-72,3,19,   0.  0.  0.  0,11, H369A69211A, ,
72:4A:77:69:21:1B, 2018+AC0-02+AC0-28 18:40:48, 2018+AC0-02+AC0-28 18:40:48,4,54, OPN ,       ,   ,+AC0-72,3,0,   0.  0.  0.  0,7, KPN Fon, ,
7C:39:53:C2:91:85, 2018+AC0-02+AC0-28 18:40:47, 2018+AC0-02+AC0-28 18:40:48,3,54, WPA2WPA , CCMP TKIP,PSK,+AC0-71,6,6,   0.  0.  0.  0,10, Straaltje0, ,
AC:22:05:60:92:6C, 2018+AC0-02+AC0-28 18:40:46, 2018+AC0-02+AC0-28 18:40:49,6,54, WPA2, CCMP,PSK,+AC0-70,4,0,   0.  0.  0.  0,12, ZiggoF867477, ,
72:89:86:1B:0A:27, 2018+AC0-02+AC0-28 18:40:48, 2018+AC0-02+AC0-28 18:40:48,9,54, OPN ,       ,   ,+AC0-69,3,0,   0.  0.  0.  0,7, KPN Fon, ,
20:89:86:1B:0A:26, 2018+AC0-02+AC0-28 18:40:48, 2018+AC0-02+AC0-28 18:40:48,9,54, WPA2WPA , CCMP TKIP,PSK,+AC0-68,3,0,   0.  0.  0.  0,11, H368N1B0A26, ,
14:49:E0:FA:58:D8, 2018+AC0-02+AC0-28 18:40:46, 2018+AC0-02+AC0-28 18:40:46,1,54, WPA2, CCMP TKIP,PSK,+AC0-66,2,0,   0.  0.  0.  0,12, UPC244975834, ,
D4:CA:6D:55:95:AC, 2018+AC0-02+AC0-28 18:23:04, 2018+AC0-02+AC0-28 18:41:00,4,1, OPN ,       ,   ,+AC0-58,379,621, 192.168.  3.126,25, Connexxion+AF8-Mobile+AF8-Hotspot, ,
7A:68:C8:AF:AB:1C, 2018+AC0-02+AC0-28 18:40:57, 2018+AC0-02+AC0-28 18:40:58,1,54, OPN ,       ,   ,+AC0-56,3,0,   0.  0.  0.  0,7, KPN Fon, ,
8C:68:C8:AF:AB:1F, 2018+AC0-02+AC0-28 18:40:57, 2018+AC0-02+AC0-28 18:40:58,1,54, WPA2, CCMP,PSK,+AC0-57,4,0,   0.  0.  0.  0,11, H369AAFAB1F, ,
